trial,features,causal learner,mean sq error,r2 Y~Φ(X)
0,trans. fit.-100,T-L. w/ LGBM,0.4580610808209752,0.8723798299579174
0,trans. fit.-100,X-L. w/ Ridge,0.325522078988633,0.8723798299579174
0,trans. fit.-100,X-L. w/ LGBM,0.3145823194383544,0.8723798299579174
0,trans. fit.-100,Causal Forest,0.1685803804842487,0.8723798299579174
0,no fitness,S-L. w/ Ridge,0.113897456623584,0.8813718387461881
0,no fitness,S-L. w/ LGBM,0.1507501847665311,0.8813718387461881
0,no fitness,T-L. w/ Ridge,0.5282282217605889,0.8813718387461881
0,no fitness,T-L. w/ LGBM,0.855125323911924,0.8813718387461881
0,no fitness,X-L. w/ Ridge,0.4576843581065615,0.8813718387461881
0,no fitness,X-L. w/ LGBM,0.4523180578887066,0.8813718387461881
0,no fitness,Causal Forest,0.1958941466220047,0.8813718387461881
0,relu,S-L. w/ Ridge,0.1149549460253763,0.6427515957598668
0,relu,S-L. w/ LGBM,0.2626958221212152,0.6427515957598668
0,relu,T-L. w/ Ridge,0.2474036864708804,0.6427515957598668
0,relu,T-L. w/ LGBM,0.6784549314324136,0.6427515957598668
0,relu,X-L. w/ Ridge,0.2573884557439519,0.6427515957598668
0,relu,X-L. w/ LGBM,0.4681293951101375,0.6427515957598668
0,relu,Causal Forest,0.2010968327429646,0.6427515957598668
0,elu,S-L. w/ Ridge,0.1850938238969987,0.9007308387230376
0,elu,S-L. w/ LGBM,0.1222273203018767,0.9007308387230376
0,elu,T-L. w/ Ridge,0.5563478883376382,0.9007308387230376
0,elu,T-L. w/ LGBM,0.5980198247117893,0.9007308387230376
0,elu,X-L. w/ Ridge,0.48016304865385,0.9007308387230376
0,elu,X-L. w/ LGBM,0.3522599260125972,0.9007308387230376
0,elu,Causal Forest,0.2324656368044485,0.9007308387230376
1,initial,S-L. w/ Ridge,0.1723122708691684,0.8460822796768602
1,initial,S-L. w/ LGBM,0.1419277671493349,0.8460822796768602
1,initial,T-L. w/ Ridge,1.5390596541809989,0.8460822796768602
1,initial,T-L. w/ LGBM,1.2405856803913642,0.8460822796768602
1,initial,X-L. w/ Ridge,1.3785159410801242,0.8460822796768602
1,initial,X-L. w/ LGBM,0.8554515294386019,0.8460822796768602
1,initial,Causal Forest,0.3546506884091155,0.8460822796768602
1,trans. fit.-0,S-L. w/ Ridge,0.1315205442411341,0.7321224871368512
1,trans. fit.-0,S-L. w/ LGBM,0.2218219196749347,0.7321224871368512
1,trans. fit.-0,T-L. w/ Ridge,0.7883047717667934,0.7321224871368512
1,trans. fit.-0,T-L. w/ LGBM,0.7807801798366778,0.7321224871368512
1,trans. fit.-0,X-L. w/ Ridge,0.6498298405663445,0.7321224871368512
1,trans. fit.-0,X-L. w/ LGBM,0.5145523044273337,0.7321224871368512
1,trans. fit.-0,Causal Forest,0.2346199990647795,0.7321224871368512
1,trans. fit.-1,S-L. w/ Ridge,0.1699195965312442,0.8213491607313059
1,trans. fit.-1,S-L. w/ LGBM,0.168152435334925,0.8213491607313059
1,trans. fit.-1,T-L. w/ Ridge,0.9429272830718524,0.8213491607313059
1,trans. fit.-1,T-L. w/ LGBM,0.4412972438285234,0.8213491607313059
1,trans. fit.-1,X-L. w/ Ridge,0.6521502477718183,0.8213491607313059
1,trans. fit.-1,X-L. w/ LGBM,0.4007588080739072,0.8213491607313059
1,trans. fit.-1,Causal Forest,0.313387076720156,0.8213491607313059
1,trans. fit.-10,S-L. w/ Ridge,0.1673295341107189,0.8046465253975269
1,trans. fit.-10,S-L. w/ LGBM,0.1701762118151847,0.8046465253975269
1,trans. fit.-10,T-L. w/ Ridge,1.03480050736038,0.8046465253975269
1,trans. fit.-10,T-L. w/ LGBM,0.4825017594278481,0.8046465253975269
1,trans. fit.-10,X-L. w/ Ridge,0.8239485255739806,0.8046465253975269
1,trans. fit.-10,X-L. w/ LGBM,0.3420451438081404,0.8046465253975269
1,trans. fit.-10,Causal Forest,0.2688772737702713,0.8046465253975269
1,trans. fit.-100,S-L. w/ Ridge,0.153037217121044,0.8018205512337435
1,trans. fit.-100,S-L. w/ LGBM,0.2356946570286097,0.8018205512337435
1,trans. fit.-100,T-L. w/ Ridge,0.5666859683367584,0.8018205512337435
1,trans. fit.-100,T-L. w/ LGBM,0.6981232022141672,0.8018205512337435
1,trans. fit.-100,X-L. w/ Ridge,0.4945103444061149,0.8018205512337435
1,trans. fit.-100,X-L. w/ LGBM,0.5509656144601092,0.8018205512337435
1,trans. fit.-100,Causal Forest,0.2500844400366281,0.8018205512337435
1,no fitness,S-L. w/ Ridge,0.1704768276771781,0.8033851323893115
1,no fitness,S-L. w/ LGBM,0.228292331125149,0.8033851323893115
1,no fitness,T-L. w/ Ridge,0.418901974149601,0.8033851323893115
1,no fitness,T-L. w/ LGBM,0.8364948174227151,0.8033851323893115
1,no fitness,X-L. w/ Ridge,0.3554706279959743,0.8033851323893115
1,no fitness,X-L. w/ LGBM,0.4722203385199478,0.8033851323893115
1,no fitness,Causal Forest,0.2633668196181773,0.8033851323893115
1,relu,S-L. w/ Ridge,0.1897902140518823,0.5039969958393593
1,relu,S-L. w/ LGBM,0.3373481530449607,0.5039969958393593
1,relu,T-L. w/ Ridge,0.5865388492165199,0.5039969958393593
1,relu,T-L. w/ LGBM,0.4267410186399729,0.5039969958393593
1,relu,X-L. w/ Ridge,0.6163419805693776,0.5039969958393593
1,relu,X-L. w/ LGBM,0.2931556007714258,0.5039969958393593
1,relu,Causal Forest,0.2284785182196259,0.5039969958393593
1,elu,S-L. w/ Ridge,0.1347308754282667,0.7924762893717837
1,elu,S-L. w/ LGBM,0.2665189118864407,0.7924762893717837
1,elu,T-L. w/ Ridge,0.6913337050641853,0.7924762893717837
1,elu,T-L. w/ LGBM,0.6380770941387166,0.7924762893717837
1,elu,X-L. w/ Ridge,0.6033466800375067,0.7924762893717837
1,elu,X-L. w/ LGBM,0.4119365882017787,0.7924762893717837
1,elu,Causal Forest,0.3471343268986031,0.7924762893717837
2,initial,S-L. w/ Ridge,0.1445396401723902,0.9743892400019192
2,initial,S-L. w/ LGBM,0.2131462889037611,0.9743892400019192
2,initial,T-L. w/ Ridge,0.6079578642170259,0.9743892400019192
2,initial,T-L. w/ LGBM,0.8627329997291612,0.9743892400019192
2,initial,X-L. w/ Ridge,0.5268068506594862,0.9743892400019192
2,initial,X-L. w/ LGBM,0.5973363914929639,0.9743892400019192
2,initial,Causal Forest,0.4342980908277434,0.9743892400019192
2,trans. fit.-0,S-L. w/ Ridge,0.1251195109344217,0.9104877152071218
2,trans. fit.-0,S-L. w/ LGBM,0.19370425030576,0.9104877152071218
2,trans. fit.-0,T-L. w/ Ridge,0.2053661209401126,0.9104877152071218
2,trans. fit.-0,T-L. w/ LGBM,0.4432974649762704,0.9104877152071218
2,trans. fit.-0,X-L. w/ Ridge,0.2034517252688911,0.9104877152071218
2,trans. fit.-0,X-L. w/ LGBM,0.3127236155982945,0.9104877152071218
2,trans. fit.-0,Causal Forest,0.235712290814214,0.9104877152071218
2,trans. fit.-1,S-L. w/ Ridge,0.1012174188504954,0.8974105536806329
2,trans. fit.-1,S-L. w/ LGBM,0.0983380170445712,0.8974105536806329
2,trans. fit.-1,T-L. w/ Ridge,0.2871658363315872,0.8974105536806329
2,trans. fit.-1,T-L. w/ LGBM,0.3552456989736112,0.8974105536806329
2,trans. fit.-1,X-L. w/ Ridge,0.2605649542214218,0.8974105536806329
2,trans. fit.-1,X-L. w/ LGBM,0.3148932709925106,0.8974105536806329
2,trans. fit.-1,Causal Forest,0.1386398674016846,0.8974105536806329
2,trans. fit.-10,S-L. w/ Ridge,0.0955244026183316,0.9064216457911434
2,trans. fit.-10,S-L. w/ LGBM,0.1707514600203564,0.9064216457911434
2,trans. fit.-10,T-L. w/ Ridge,0.2042196219397353,0.9064216457911434
2,trans. fit.-10,T-L. w/ LGBM,0.4766988028737122,0.9064216457911434
2,trans. fit.-10,X-L. w/ Ridge,0.2003568025912826,0.9064216457911434
2,trans. fit.-10,X-L. w/ LGBM,0.3588772599309129,0.9064216457911434
2,trans. fit.-10,Causal Forest,0.1844367388320824,0.9064216457911434
2,trans. fit.-100,S-L. w/ Ridge,0.1009433249791959,0.9482960438571156
2,trans. fit.-100,S-L. w/ LGBM,0.1264296470432677,0.9482960438571156
2,trans. fit.-100,T-L. w/ Ridge,0.1964862108840622,0.9482960438571156
2,trans. fit.-100,T-L. w/ LGBM,0.4956856412589648,0.9482960438571156
2,trans. fit.-100,X-L. w/ Ridge,0.1899677873290412,0.9482960438571156
2,trans. fit.-100,X-L. w/ LGBM,0.3009545894888849,0.9482960438571156
2,trans. fit.-100,Causal Forest,0.1885554262159918,0.9482960438571156
2,no fitness,S-L. w/ Ridge,0.1217255568939169,0.9163176855348892
2,no fitness,S-L. w/ LGBM,0.1501223811436362,0.9163176855348892
2,no fitness,T-L. w/ Ridge,0.3067248257965295,0.9163176855348892
2,no fitness,T-L. w/ LGBM,0.6338655834343767,0.9163176855348892
2,no fitness,X-L. w/ Ridge,0.2555570934198599,0.9163176855348892
2,no fitness,X-L. w/ LGBM,0.3445361669776564,0.9163176855348892
2,no fitness,Causal Forest,0.2701279691404995,0.9163176855348892
2,relu,S-L. w/ Ridge,0.1522690799733568,0.7396936623742156
2,relu,S-L. w/ LGBM,0.1162021554572863,0.7396936623742156
2,relu,T-L. w/ Ridge,0.2437282748638563,0.7396936623742156
2,relu,T-L. w/ LGBM,0.3560786773333987,0.7396936623742156
2,relu,X-L. w/ Ridge,0.235692605567493,0.7396936623742156
2,relu,X-L. w/ LGBM,0.3196295157895182,0.7396936623742156
2,relu,Causal Forest,0.232306992739241,0.7396936623742156
2,elu,S-L. w/ Ridge,0.1157883772798654,0.9511373482046164
2,elu,S-L. w/ LGBM,0.1171668761928377,0.9511373482046164
2,elu,T-L. w/ Ridge,0.3405047781399955,0.9511373482046164
2,elu,T-L. w/ LGBM,0.5306184779629461,0.9511373482046164
2,elu,X-L. w/ Ridge,0.3121621567618255,0.9511373482046164
2,elu,X-L. w/ LGBM,0.3542002363736867,0.9511373482046164
2,elu,Causal Forest,0.1934790789840434,0.9511373482046164
3,initial,S-L. w/ Ridge,0.1814237675361142,0.9903932327633346
3,initial,S-L. w/ LGBM,0.0814007902076672,0.9903932327633346
3,initial,T-L. w/ Ridge,0.3816037048308426,0.9903932327633346
3,initial,T-L. w/ LGBM,0.5474413072191289,0.9903932327633346
3,initial,X-L. w/ Ridge,0.3413157684681026,0.9903932327633346
3,initial,X-L. w/ LGBM,0.3508587564279524,0.9903932327633346
3,initial,Causal Forest,0.1540111494850848,0.9903932327633346
3,trans. fit.-0,S-L. w/ Ridge,0.0981245213708778,0.942533770563014
3,trans. fit.-0,S-L. w/ LGBM,0.1495201995299091,0.942533770563014
3,trans. fit.-0,T-L. w/ Ridge,0.2094406785069189,0.942533770563014
3,trans. fit.-0,T-L. w/ LGBM,0.4770311452754913,0.942533770563014
3,trans. fit.-0,X-L. w/ Ridge,0.1794894185621107,0.942533770563014
3,trans. fit.-0,X-L. w/ LGBM,0.2787455013397799,0.942533770563014
3,trans. fit.-0,Causal Forest,0.1231187931854728,0.942533770563014
3,trans. fit.-1,S-L. w/ Ridge,0.1598983628203095,0.9443384883834396
3,trans. fit.-1,S-L. w/ LGBM,0.0687846236426344,0.9443384883834396
3,trans. fit.-1,T-L. w/ Ridge,0.4926458497055534,0.9443384883834396
3,trans. fit.-1,T-L. w/ LGBM,0.6337345602611569,0.9443384883834396
3,trans. fit.-1,X-L. w/ Ridge,0.4248840212101819,0.9443384883834396
3,trans. fit.-1,X-L. w/ LGBM,0.4339638246078147,0.9443384883834396
3,trans. fit.-1,Causal Forest,0.2021084429004682,0.9443384883834396
3,trans. fit.-10,S-L. w/ Ridge,0.1158723493841566,0.9108386612663066
3,trans. fit.-10,S-L. w/ LGBM,0.1189964045597977,0.9108386612663066
3,trans. fit.-10,T-L. w/ Ridge,0.2312909752525652,0.9108386612663066
3,trans. fit.-10,T-L. w/ LGBM,0.6713551039862001,0.9108386612663066
3,trans. fit.-10,X-L. w/ Ridge,0.222200167365794,0.9108386612663066
3,trans. fit.-10,X-L. w/ LGBM,0.362861913697591,0.9108386612663066
3,trans. fit.-10,Causal Forest,0.1616329900674024,0.9108386612663066
3,trans. fit.-100,S-L. w/ Ridge,0.0951915503673412,0.8684360554131227
3,trans. fit.-100,S-L. w/ LGBM,0.1314009487807697,0.8684360554131227
3,trans. fit.-100,T-L. w/ Ridge,0.1950360197627741,0.8684360554131227
3,trans. fit.-100,T-L. w/ LGBM,0.4561121703915932,0.8684360554131227
3,trans. fit.-100,X-L. w/ Ridge,0.160699251001365,0.8684360554131227
3,trans. fit.-100,X-L. w/ LGBM,0.3045273482190029,0.8684360554131227
3,trans. fit.-100,Causal Forest,0.1364182554552105,0.8684360554131227
3,no fitness,S-L. w/ Ridge,0.1300926287582298,0.9741472771401192
3,no fitness,S-L. w/ LGBM,0.2480930849404872,0.9741472771401192
3,no fitness,T-L. w/ Ridge,0.3319537164801663,0.9741472771401192
3,no fitness,T-L. w/ LGBM,0.6321384228405063,0.9741472771401192
3,no fitness,X-L. w/ Ridge,0.2772593296130811,0.9741472771401192
3,no fitness,X-L. w/ LGBM,0.4201230660762839,0.9741472771401192
3,no fitness,Causal Forest,0.2291754121979735,0.9741472771401192
3,relu,S-L. w/ Ridge,0.1008699247879774,0.6448578516668959
3,relu,S-L. w/ LGBM,0.1590851642358714,0.6448578516668959
3,relu,T-L. w/ Ridge,0.326934864093919,0.6448578516668959
3,relu,T-L. w/ LGBM,0.3785317458725016,0.6448578516668959
3,relu,X-L. w/ Ridge,0.2839431942179376,0.6448578516668959
3,relu,X-L. w/ LGBM,0.2354217051227561,0.6448578516668959
3,relu,Causal Forest,0.1160160716405405,0.6448578516668959
3,elu,S-L. w/ Ridge,0.0616128431730936,0.9107300561521812
3,elu,S-L. w/ LGBM,0.1299820329262835,0.9107300561521812
3,elu,T-L. w/ Ridge,0.0453901758675535,0.9107300561521812
3,elu,T-L. w/ LGBM,0.3271476175519878,0.9107300561521812
3,elu,X-L. w/ Ridge,0.0444687908270387,0.9107300561521812
3,elu,X-L. w/ LGBM,0.298385232697346,0.9107300561521812
3,elu,Causal Forest,0.1249410362127987,0.9107300561521812
4,initial,S-L. w/ Ridge,0.0646558444698106,0.9741310420913168
4,initial,S-L. w/ LGBM,0.085561366985332,0.9741310420913168
4,initial,T-L. w/ Ridge,0.7038041204308383,0.9741310420913168
4,initial,T-L. w/ LGBM,0.9428966866392702,0.9741310420913168
4,initial,X-L. w/ Ridge,0.6037642782429662,0.9741310420913168
4,initial,X-L. w/ LGBM,0.7255061489730826,0.9741310420913168
4,initial,Causal Forest,0.1976194974448758,0.9741310420913168
4,trans. fit.-0,S-L. w/ Ridge,0.0519025550487406,0.9443609488403
4,trans. fit.-0,S-L. w/ LGBM,0.0921577710853463,0.9443609488403
4,trans. fit.-0,T-L. w/ Ridge,0.2894591575320296,0.9443609488403
4,trans. fit.-0,T-L. w/ LGBM,0.6602072629687344,0.9443609488403
4,trans. fit.-0,X-L. w/ Ridge,0.2457909358744494,0.9443609488403
4,trans. fit.-0,X-L. w/ LGBM,0.3850764929305966,0.9443609488403
4,trans. fit.-0,Causal Forest,0.1176421946201706,0.9443609488403
4,trans. fit.-1,S-L. w/ Ridge,0.0691802835079043,0.9335776137466264
4,trans. fit.-1,S-L. w/ LGBM,0.0502257503927452,0.9335776137466264
4,trans. fit.-1,T-L. w/ Ridge,0.2936957799270158,0.9335776137466264
4,trans. fit.-1,T-L. w/ LGBM,0.559756114638989,0.9335776137466264
4,trans. fit.-1,X-L. w/ Ridge,0.2287383907246901,0.9335776137466264
4,trans. fit.-1,X-L. w/ LGBM,0.3395364548065337,0.9335776137466264
4,trans. fit.-1,Causal Forest,0.159843165510198,0.9335776137466264
4,trans. fit.-10,S-L. w/ Ridge,0.0543040343584131,0.9508363253363163
4,trans. fit.-10,S-L. w/ LGBM,0.0890906929159249,0.9508363253363163
4,trans. fit.-10,T-L. w/ Ridge,0.4900180970523506,0.9508363253363163
4,trans. fit.-10,T-L. w/ LGBM,0.6606692903998309,0.9508363253363163
4,trans. fit.-10,X-L. w/ Ridge,0.3991584679717945,0.9508363253363163
4,trans. fit.-10,X-L. w/ LGBM,0.378054915078914,0.9508363253363163
4,trans. fit.-10,Causal Forest,0.1010111831807074,0.9508363253363163
4,trans. fit.-100,S-L. w/ Ridge,0.0455016090388619,0.9522928113549264
4,trans. fit.-100,S-L. w/ LGBM,0.0739604034841949,0.9522928113549264
4,trans. fit.-100,T-L. w/ Ridge,0.3443060952362452,0.9522928113549264
4,trans. fit.-100,T-L. w/ LGBM,0.4023808771244569,0.9522928113549264
4,trans. fit.-100,X-L. w/ Ridge,0.2625846324382022,0.9522928113549264
4,trans. fit.-100,X-L. w/ LGBM,0.3744469520284169,0.9522928113549264
4,trans. fit.-100,Causal Forest,0.0668971110838418,0.9522928113549264
4,no fitness,S-L. w/ Ridge,0.0477372240084778,0.944381093988622
4,no fitness,S-L. w/ LGBM,0.1115113993106075,0.944381093988622
4,no fitness,T-L. w/ Ridge,0.4921962228212499,0.944381093988622
4,no fitness,T-L. w/ LGBM,0.3787596143546286,0.944381093988622
4,no fitness,X-L. w/ Ridge,0.4462822145872607,0.944381093988622
4,no fitness,X-L. w/ LGBM,0.2879292521936748,0.944381093988622
4,no fitness,Causal Forest,0.1921403412897519,0.944381093988622
4,relu,S-L. w/ Ridge,0.0748880839149463,0.7398135494157199
4,relu,S-L. w/ LGBM,0.1776325701390814,0.7398135494157199
4,relu,T-L. w/ Ridge,0.233222564668284,0.7398135494157199
4,relu,T-L. w/ LGBM,0.5645919536037715,0.7398135494157199
4,relu,X-L. w/ Ridge,0.2082571250152273,0.7398135494157199
4,relu,X-L. w/ LGBM,0.3461447715877457,0.7398135494157199
4,relu,Causal Forest,0.1429625283376335,0.7398135494157199
4,elu,S-L. w/ Ridge,0.0451426840023232,0.9523643817897002
4,elu,S-L. w/ LGBM,0.0637581272979481,0.9523643817897002
4,elu,T-L. w/ Ridge,0.3257480637129423,0.9523643817897002
4,elu,T-L. w/ LGBM,0.5449718295579384,0.9523643817897002
4,elu,X-L. w/ Ridge,0.2669257861639908,0.9523643817897002
4,elu,X-L. w/ LGBM,0.2944881606146036,0.9523643817897002
4,elu,Causal Forest,0.0709945142907991,0.9523643817897002
5,initial,S-L. w/ Ridge,0.0369422995012149,0.8252350477829999
5,initial,S-L. w/ LGBM,0.1863184432604661,0.8252350477829999
5,initial,T-L. w/ Ridge,1.2056723702135157,0.8252350477829999
5,initial,T-L. w/ LGBM,1.5478260608523884,0.8252350477829999
5,initial,X-L. w/ Ridge,0.9271545008104316,0.8252350477829999
5,initial,X-L. w/ LGBM,0.8010939486520651,0.8252350477829999
5,initial,Causal Forest,0.1206444172273658,0.8252350477829999
5,trans. fit.-0,S-L. w/ Ridge,0.0414381698396354,0.8407996091161329
5,trans. fit.-0,S-L. w/ LGBM,0.1870831710616211,0.8407996091161329
5,trans. fit.-0,T-L. w/ Ridge,0.3545105292693026,0.8407996091161329
5,trans. fit.-0,T-L. w/ LGBM,0.7506686223105983,0.8407996091161329
5,trans. fit.-0,X-L. w/ Ridge,0.3117495166979689,0.8407996091161329
5,trans. fit.-0,X-L. w/ LGBM,0.4388031459865474,0.8407996091161329
5,trans. fit.-0,Causal Forest,0.0558466913819922,0.8407996091161329
5,trans. fit.-1,S-L. w/ Ridge,0.0414849654664925,0.8256348126048494
5,trans. fit.-1,S-L. w/ LGBM,0.0748660800968679,0.8256348126048494
5,trans. fit.-1,T-L. w/ Ridge,0.231717261728039,0.8256348126048494
5,trans. fit.-1,T-L. w/ LGBM,0.3899376957261916,0.8256348126048494
5,trans. fit.-1,X-L. w/ Ridge,0.1911445235581343,0.8256348126048494
5,trans. fit.-1,X-L. w/ LGBM,0.1851562493149596,0.8256348126048494
5,trans. fit.-1,Causal Forest,0.0630577400778281,0.8256348126048494
5,trans. fit.-10,S-L. w/ Ridge,0.0436138366669582,0.8317986549117025
5,trans. fit.-10,S-L. w/ LGBM,0.1377825208806026,0.8317986549117025
5,trans. fit.-10,T-L. w/ Ridge,0.3193817847130719,0.8317986549117025
5,trans. fit.-10,T-L. w/ LGBM,0.2827731269105807,0.8317986549117025
5,trans. fit.-10,X-L. w/ Ridge,0.2215742878739849,0.8317986549117025
5,trans. fit.-10,X-L. w/ LGBM,0.1862671471059973,0.8317986549117025
5,trans. fit.-10,Causal Forest,0.0436878069568012,0.8317986549117025
5,trans. fit.-100,S-L. w/ Ridge,0.0420365575084471,0.8472458099880452
5,trans. fit.-100,S-L. w/ LGBM,0.137891922453019,0.8472458099880452
5,trans. fit.-100,T-L. w/ Ridge,0.2393552903127375,0.8472458099880452
5,trans. fit.-100,T-L. w/ LGBM,0.4243927318620493,0.8472458099880452
5,trans. fit.-100,X-L. w/ Ridge,0.188725322912268,0.8472458099880452
5,trans. fit.-100,X-L. w/ LGBM,0.1679489698931769,0.8472458099880452
5,trans. fit.-100,Causal Forest,0.0396035076368292,0.8472458099880452
5,no fitness,S-L. w/ Ridge,0.0383828753710253,0.8454581766921846
5,no fitness,S-L. w/ LGBM,0.1264815025626647,0.8454581766921846
5,no fitness,T-L. w/ Ridge,0.2892824431011515,0.8454581766921846
5,no fitness,T-L. w/ LGBM,0.6999098145266344,0.8454581766921846
5,no fitness,X-L. w/ Ridge,0.2320958572256087,0.8454581766921846
5,no fitness,X-L. w/ LGBM,0.3658748206544041,0.8454581766921846
5,no fitness,Causal Forest,0.0614824073638793,0.8454581766921846
5,relu,S-L. w/ Ridge,0.0414021644535043,0.7324623549131601
5,relu,S-L. w/ LGBM,0.1201259329788291,0.7324623549131601
5,relu,T-L. w/ Ridge,0.1228137554781036,0.7324623549131601
5,relu,T-L. w/ LGBM,0.3355777189191904,0.7324623549131601
5,relu,X-L. w/ Ridge,0.1016630041137092,0.7324623549131601
5,relu,X-L. w/ LGBM,0.1632033139605368,0.7324623549131601
5,relu,Causal Forest,0.0410242447110184,0.7324623549131601
5,elu,S-L. w/ Ridge,0.0420776061861189,0.7897279884221742
5,elu,S-L. w/ LGBM,0.202744740099511,0.7897279884221742
5,elu,T-L. w/ Ridge,0.1430026172728571,0.7897279884221742
5,elu,T-L. w/ LGBM,0.5122059847300134,0.7897279884221742
5,elu,X-L. w/ Ridge,0.1247346912372473,0.7897279884221742
5,elu,X-L. w/ LGBM,0.3724018915858629,0.7897279884221742
5,elu,Causal Forest,0.0393629903837737,0.7897279884221742
6,initial,S-L. w/ Ridge,0.0750759484380824,0.9424207117044168
6,initial,S-L. w/ LGBM,0.1149388334999743,0.9424207117044168
6,initial,T-L. w/ Ridge,0.5900085731052358,0.9424207117044168
6,initial,T-L. w/ LGBM,0.5283179088099357,0.9424207117044168
6,initial,X-L. w/ Ridge,0.5025600708828192,0.9424207117044168
6,initial,X-L. w/ LGBM,0.2470862540139151,0.9424207117044168
6,initial,Causal Forest,0.1840269771491248,0.9424207117044168
6,trans. fit.-0,S-L. w/ Ridge,0.0626474639951751,0.916807932114464
6,trans. fit.-0,S-L. w/ LGBM,0.171674004710632,0.916807932114464
6,trans. fit.-0,T-L. w/ Ridge,0.1950333719038474,0.916807932114464
6,trans. fit.-0,T-L. w/ LGBM,0.5669103701523585,0.916807932114464
6,trans. fit.-0,X-L. w/ Ridge,0.1567857775488506,0.916807932114464
6,trans. fit.-0,X-L. w/ LGBM,0.3235748503846703,0.916807932114464
6,trans. fit.-0,Causal Forest,0.1839554629011196,0.916807932114464
6,trans. fit.-1,S-L. w/ Ridge,0.0626603992603595,0.9364555760453634
6,trans. fit.-1,S-L. w/ LGBM,0.0950891246616096,0.9364555760453634
6,trans. fit.-1,T-L. w/ Ridge,0.2511729627039405,0.9364555760453634
6,trans. fit.-1,T-L. w/ LGBM,0.732758958169573,0.9364555760453634
6,trans. fit.-1,X-L. w/ Ridge,0.2196394012497951,0.9364555760453634
6,trans. fit.-1,X-L. w/ LGBM,0.3235505948621969,0.9364555760453634
6,trans. fit.-1,Causal Forest,0.1560215549224647,0.9364555760453634
6,trans. fit.-10,S-L. w/ Ridge,0.0731679903284117,0.8727622086933277
6,trans. fit.-10,S-L. w/ LGBM,0.1890039977730818,0.8727622086933277
6,trans. fit.-10,T-L. w/ Ridge,0.2159343043246958,0.8727622086933277
6,trans. fit.-10,T-L. w/ LGBM,0.4844313371080787,0.8727622086933277
6,trans. fit.-10,X-L. w/ Ridge,0.2027281014653387,0.8727622086933277
6,trans. fit.-10,X-L. w/ LGBM,0.2744216121894851,0.8727622086933277
6,trans. fit.-10,Causal Forest,0.1517851752755375,0.8727622086933277
6,trans. fit.-100,S-L. w/ Ridge,0.0654044078176804,0.9313985546198652
6,trans. fit.-100,S-L. w/ LGBM,0.0782555985497045,0.9313985546198652
6,trans. fit.-100,T-L. w/ Ridge,0.464973385399021,0.9313985546198652
6,trans. fit.-100,T-L. w/ LGBM,0.575128758298031,0.9313985546198652
6,trans. fit.-100,X-L. w/ Ridge,0.3910045405468826,0.9313985546198652
6,trans. fit.-100,X-L. w/ LGBM,0.2549742828380086,0.9313985546198652
6,trans. fit.-100,Causal Forest,0.1196968979756444,0.9313985546198652
